id,Status_C,Status_CL,Status_D
7905,0.27044052378615796,0.02196156952682088,0.7085979068732856
7906,0.27044052378615796,0.02196156952682088,0.7085979068732856
7907,0.34439606035428827,0.02005483415135815,0.6365490889168118
7908,0.27044052378615796,0.02196156952682088,0.7085979068732856
7909,0.27044052378615796,0.02196156952682088,0.7085979068732856
7910,0.27044052378615796,0.02196156952682088,0.7085979068732856
7911,0.25402900019115365,0.02014522883577399,0.7268257543955305
7912,0.3183163510423812,0.02233133767333596,0.6603523226464182
7913,0.389976422605837,0.03408538630400774,0.5769381614740974
7914,0.3270331206923362,0.02360134319762615,0.6503655111505926
7915,0.25402900019115365,0.02014522883577399,0.7268257543955305
7916,0.27044052378615796,0.02196156952682088,0.7085979068732856
7917,0.3043457228043412,0.020822414556359376,0.6758318460617576
7918,0.25402900019115365,0.02014522883577399,0.7268257543955305
7919,0.27044052378615796,0.02196156952682088,0.7085979068732856
7920,0.25402900019115365,0.02014522883577399,0.7268257543955305
7921,0.27044052378615796,0.02196156952682088,0.7085979068732856
7922,0.34439606035428827,0.02005483415135815,0.6365490889168118
7923,0.25402900019115365,0.02014522883577399,0.7268257543955305
7924,0.27044052378615796,0.02196156952682088,0.7085979068732856
7925,0.36640895589561584,0.036817839837239415,0.5977731923462157
7926,0.27044052378615796,0.02196156952682088,0.7085979068732856
7927,0.18862382171634756,0.01887348858942496,0.7935026870865243
7928,0.3369682072485186,0.033496418261413516,0.6305353532559131
7929,0.25402900019115365,0.02014522883577399,0.7268257543955305
7930,0.27044052378615796,0.02196156952682088,0.7085979068732856
7931,0.27044052378615796,0.02196156952682088,0.7085979068732856
7932,0.2106612048306297,0.01921619555040792,0.7711225895606786
7933,0.25402900019115365,0.02014522883577399,0.7268257543955305
7934,0.25402900019115365,0.02014522883577399,0.7268257543955305
7935,0.25402900019115365,0.02014522883577399,0.7268257543955305
7936,0.27044052378615796,0.02196156952682088,0.7085979068732856
7937,0.3693144308666057,0.022522514933178327,0.6091630404166418
7938,0.25402900019115365,0.02014522883577399,0.7268257543955305
7939,0.25402900019115365,0.02014522883577399,0.7268257543955305
7940,0.27044052378615796,0.02196156952682088,0.7085979068732856
7941,0.1909381686701789,0.01910961490690337,0.7909522035706662
7942,0.27044052378615796,0.02196156952682088,0.7085979068732856
7943,0.3212597859607152,0.026355166301005317,0.6533850507185117
7944,0.25402900019115365,0.02014522883577399,0.7268257543955305
7945,0.25402900019115365,0.02014522883577399,0.7268257543955305
7946,0.27044052378615796,0.02196156952682088,0.7085979068732856
7947,0.25402900019115365,0.02014522883577399,0.7268257543955305
7948,0.25402900019115365,0.02014522883577399,0.7268257543955305
7949,0.25402900019115365,0.02014522883577399,0.7268257543955305
7950,0.25402900019115365,0.02014522883577399,0.7268257543955305
7951,0.3213596426950139,0.022505894992483105,0.6571344652927351
7952,0.2125280321476506,0.020741122525272337,0.7677308282838741
7953,0.47215777459937225,0.03367658461332991,0.4951655981327239
7954,0.27044052378615796,0.02196156952682088,0.7085979068732856
7955,0.29297671958622934,0.033159435627600174,0.6748638188954029
7956,0.27044052378615796,0.02196156952682088,0.7085979068732856
7957,0.27044052378615796,0.02196156952682088,0.7085979068732856
7958,0.18264173565391623,0.01800147729297387,0.8003567742008584
7959,0.27044052378615796,0.02196156952682088,0.7085979068732856
7960,0.27044052378615796,0.02196156952682088,0.7085979068732856
7961,0.27044052378615796,0.02196156952682088,0.7085979068732856
7962,0.25402900019115365,0.02014522883577399,0.7268257543955305
7963,0.25402900019115365,0.02014522883577399,0.7268257543955305
7964,0.2787066969405307,0.027088184016461105,0.6952051285424985
7965,0.27044052378615796,0.02196156952682088,0.7085979068732856
7966,0.27044052378615796,0.02196156952682088,0.7085979068732856
7967,0.27044052378615796,0.02196156952682088,0.7085979068732856
7968,0.27044052378615796,0.02196156952682088,0.7085979068732856
7969,0.25402900019115365,0.02014522883577399,0.7268257543955305
7970,0.25402900019115365,0.02014522883577399,0.7268257543955305
7971,0.25402900019115365,0.02014522883577399,0.7268257543955305
7972,0.24981564253051544,0.022073636774176543,0.7291107292634759
7973,0.25402900019115365,0.02014522883577399,0.7268257543955305
7974,0.25144550582023095,0.02910445408193266,0.720450004893843
7975,0.25402900019115365,0.02014522883577399,0.7268257543955305
7976,0.30648638884262025,0.029855453003658806,0.6646581406448565
7977,0.27044052378615796,0.02196156952682088,0.7085979068732856
7978,0.2433308076958876,0.026968963783155872,0.7307002519902854
7979,0.25402900019115365,0.02014522883577399,0.7268257543955305
7980,0.27044052378615796,0.02196156952682088,0.7085979068732856
7981,0.25402900019115365,0.02014522883577399,0.7268257543955305
7982,0.27044052378615796,0.02196156952682088,0.7085979068732856
7983,0.25402900019115365,0.02014522883577399,0.7268257543955305
7984,0.2253623969840316,0.021058801415575555,0.754578796198722
7985,0.27044052378615796,0.02196156952682088,0.7085979068732856
7986,0.2268783860855627,0.02077901392299499,0.7533425969180778
7987,0.25402900019115365,0.02014522883577399,0.7268257543955305
7988,0.25402900019115365,0.02014522883577399,0.7268257543955305
7989,0.25402900019115365,0.02014522883577399,0.7268257543955305
7990,0.34439606035428827,0.02005483415135815,0.6365490889168118
7991,0.23507533121996366,0.02641508764796881,0.7395095589665903
7992,0.25402900019115365,0.02014522883577399,0.7268257543955305
7993,0.3183163510423812,0.02233133767333596,0.6603523226464182
7994,0.27044052378615796,0.02196156952682088,0.7085979068732856
7995,0.25402900019115365,0.02014522883577399,0.7268257543955305
7996,0.3183163510423812,0.02233133767333596,0.6603523226464182
7997,0.27044052378615796,0.02196156952682088,0.7085979068732856
7998,0.4799718586414527,0.02935844042992056,0.4916697029775364
7999,0.4968316749650602,0.030909321243695713,0.47325901235941176
8000,0.3213596426950139,0.022505894992483105,0.6571344652927351
8001,0.25402900019115365,0.02014522883577399,0.7268257543955305
8002,0.27044052378615796,0.02196156952682088,0.7085979068732856
8003,0.27044052378615796,0.02196156952682088,0.7085979068732856
8004,0.27044052378615796,0.02196156952682088,0.7085979068732856
8005,0.27044052378615796,0.02196156952682088,0.7085979068732856
8006,0.25402900019115365,0.02014522883577399,0.7268257543955305
8007,0.3043457228043412,0.020822414556359376,0.6758318460617576
8008,0.25402900019115365,0.02014522883577399,0.7268257543955305
8009,0.27044052378615796,0.02196156952682088,0.7085979068732856
8010,0.25402900019115365,0.02014522883577399,0.7268257543955305
8011,0.3183163510423812,0.02233133767333596,0.6603523226464182
8012,0.27044052378615796,0.02196156952682088,0.7085979068732856
8013,0.25402900019115365,0.02014522883577399,0.7268257543955305
8014,0.25402900019115365,0.02014522883577399,0.7268257543955305
8015,0.27044052378615796,0.02196156952682088,0.7085979068732856
8016,0.27044052378615796,0.02196156952682088,0.7085979068732856
8017,0.25402900019115365,0.02014522883577399,0.7268257543955305
8018,0.25402900019115365,0.02014522883577399,0.7268257543955305
8019,0.25402900019115365,0.02014522883577399,0.7268257543955305
8020,0.27044052378615796,0.02196156952682088,0.7085979068732856
8021,0.3034435615433134,0.02095218565973022,0.6766042324941243
8022,0.27044052378615796,0.02196156952682088,0.7085979068732856
8023,0.18862382171634756,0.01887348858942496,0.7935026870865243
8024,0.25402900019115365,0.02014522883577399,0.7268257543955305
8025,0.27044052378615796,0.02196156952682088,0.7085979068732856
8026,0.27044052378615796,0.02196156952682088,0.7085979068732856
8027,0.27044052378615796,0.02196156952682088,0.7085979068732856
8028,0.3043457228043412,0.020822414556359376,0.6758318460617576
8029,0.25402900019115365,0.02014522883577399,0.7268257543955305
8030,0.3693144308666057,0.022522514933178327,0.6091630404166418
8031,0.27044052378615796,0.02196156952682088,0.7085979068732856
8032,0.25402900019115365,0.02014522883577399,0.7268257543955305
8033,0.27044052378615796,0.02196156952682088,0.7085979068732856
8034,0.25402900019115365,0.02014522883577399,0.7268257543955305
8035,0.25402900019115365,0.02014522883577399,0.7268257543955305
8036,0.27044052378615796,0.02196156952682088,0.7085979068732856
8037,0.28152151447556284,0.02333972512328005,0.696138748480228
8038,0.27044052378615796,0.02196156952682088,0.7085979068732856
8039,0.27044052378615796,0.02196156952682088,0.7085979068732856
8040,0.27044052378615796,0.02196156952682088,0.7085979068732856
8041,0.2715682938386422,0.029754419239891885,0.6996772973522788
8042,0.22932410549788385,0.022792436056314355,0.7488834353490019
